FP2-F4,GSR
80,1
80,5
80,1
80,4
80,5
80,0
80,1
80,3
79,1
79,1
79,4
79,5
79,0
79,1
79,0
79,1
79,2
79,5
79,0
79,4
79,0
79,3
79,5
79,3
79,3
79,3
79,1
79,0
79,4
79,5
79,4
79,1
79,3
79,5
79,2
79,2
79,1
79,2
79,4
79,4
79,1
79,4
79,3
79,4
79,4
79,1
79,1
79,5
79,4
79,0
79,3
79,3
79,1
79,2
79,4
79,4
79,4
79,5
79,0
79,1
79,2
79,0
79,0
79,1
79,1
79,5
79,3
79,4
79,3
79,2
79,5
79,2
79,3
79,2
79,2
79,1
79,1
79,4
79,3
79,4
79,4
79,1
79,2
79,2
79,5
79,1
79,5
79,5
79,2
79,3
79,0
79,5
79,4
79,5
79,0
79,2
79,4
79,0
79,0
79,3
79,5
79,5
79,0
79,0
79,4
79,4
79,5
79,5
79,4
79,5
79,0
79,4
79,2
79,5
79,1
79,2
79,2
79,4
79,1
79,2
79,4
79,4
79,5
79,2
79,4
79,2
79,1
79,3
79,5
79,0
79,5
79,4
79,5
79,4
79,0
79,4
79,4
79,4
79,3
79,0
79,4
79,0
79,4
79,2
79,5
79,4
79,2
79,5
79,0
79,5
79,0
79,5
79,1
79,4
79,3
79,3
79,0
79,2
79,5
79,3
79,4
79,1
79,1
79,5
79,1
79,1
79,2
79,1
79,0
79,2
79,1
79,1
79,3
79,0
79,5
79,1
79,5
79,3
79,3
79,4
79,5
79,0
79,2
79,2
79,4
79,0
79,4
79,4
79,5
79,2
79,0
79,5
79,3
79,1
79,4
79,2
79,0
79,0
79,0
79,0
79,5
79,1
79,0
79,3
79,2
79,5
79,4
79,1
79,2
79,1
79,1
79,5
79,1
79,1
79,5
79,5
79,4
79,3
79,3
79,4
79,3
79,4
79,2
79,3
79,4
79,0
79,3
79,0
79,4
79,0
79,3
79,4
79,2
79,3
79,0
79,2
79,1
79,5
79,1
79,0
79,3
79,3
79,3
79,3
79,2
79,0
79,2
79,2
79,1
79,5
79,4
79,3
79,3
79,1
79,2
79,2
79,1
79,3
79,0
79,5
79,2
79,3
79,5
79,5
79,5
79,4
79,5
79,3
79,1
79,4
79,0
79,5
79,1
79,1
79,3
79,5
79,1
79,1
79,4
79,0
79,5
79,0
79,0
79,5
79,5
79,4
79,2
79,0
79,5
79,1
79,5
79,2
79,0
79,4
79,4
79,4
79,2
79,4
79,5
79,1
79,1
79,5
79,4
79,2
79,3
79,5
79,5
79,3
79,3
79,2
79,3
79,2
79,2
79,0
79,4
79,5
79,4
79,2
79,4
79,4
79,5
79,1
79,3
79,5
79,2
79,3
79,2
79,2
79,0
79,0
79,5
79,3
79,0
79,1
79,1
79,0
79,5
79,5
79,4
79,5
79,4
79,5
79,1
79,2
79,0
79,4
79,3
79,4
79,5
79,1
79,1
79,2
79,5
79,5
79,3
79,1
79,4
79,2
79,2
79,4
79,4
79,2
79,0
79,2
79,0
79,0
79,1
79,5
79,1
79,5
79,3
79,4
79,0
79,2
79,1
79,0
79,2
79,1
79,4
79,1
79,1
79,0
79,4
79,2
79,5
79,0
79,2
79,1
79,0
79,0
79,3
79,1
79,4
79,0
79,4
79,2
79,0
79,0
79,4
79,3
79,5
79,5
79,4
79,3
79,1
79,2
79,3
79,2
79,2
79,3
79,5
79,4
79,2
79,5
79,1
79,3
79,1
79,2
79,5
79,1
79,3
79,3
79,4
79,2
79,2
79,0
79,1
79,2
79,2
79,2
79,3
79,2
79,1
79,5
79,1
79,4
79,2
79,0
79,0
79,3
79,5
79,0
79,3
79,2
79,1
79,1
79,4
79,5
79,3
79,5
79,5
79,2
79,5
79,2
79,3
79,0
79,1
79,2
79,4
79,2
79,1
79,1
79,5
79,2
79,1
79,4
79,4
79,0
79,5
79,1
79,0
79,2
79,1
79,5
79,5
79,4
79,5
79,4
79,4
79,0
79,4
79,5
79,4
79,5
79,5
79,2
79,4
79,0
79,3
79,5
79,0
79,3
79,0
79,4
79,1
79,2
79,1
79,2
79,3
79,0
78,0
78,5
78,4
78,2
78,2
78,5
78,4
78,2
78,1
78,1
78,4
78,1
78,5
78,5
78,5
78,4
78,5
78,1
78,4
78,4
78,5
78,4
78,5
78,5
78,4
78,0
78,2
78,3
78,3
78,0
78,4
78,5
78,0
78,5
78,1
78,1
78,1
78,2
78,4
78,5
78,0
78,5
78,3
78,4
78,0
78,1
78,3
78,1
78,3
78,1
78,4
78,0
78,2
78,1
78,1
78,4
78,1
78,2
78,4
78,5
78,1
78,1
78,3
78,1
78,1
78,2
78,5
78,1
78,4
78,5
78,5
78,5
78,2
78,0
78,3
78,5
78,3
78,0
78,4
78,2
78,0
78,0
78,2
78,2
78,3
78,0
78,5
78,1
78,1
78,2
78,2
78,3
78,2
78,1
78,3
78,2
78,3
78,0
78,5
78,2
78,2
78,1
78,1
78,2
78,3
78,5
78,2
78,1
78,1
78,4
78,2
78,1
78,1
78,1
78,5
78,2
78,0
78,0
78,1
78,1
78,2
78,0
78,1
78,4
78,0
78,4
78,0
78,3
78,3
78,1
78,4
78,0
78,5
78,3
78,3
78,5
78,5
78,5
78,4
78,3
78,2
78,3
78,5
78,5
78,3
78,2
78,5
78,4
78,5
78,3
78,5
78,1
78,3
78,4
78,5
78,4
78,5
78,4
78,1
78,4
78,3
78,1
78,5
78,5
78,0
78,1
78,1
78,5
78,3
78,2
78,2
78,1
78,0
78,5
78,2
78,2
78,4
78,1
78,5
78,5
78,4
78,2
78,3
78,5
78,4
78,4
78,0
78,5
78,3
78,4
78,5
78,2
78,5
78,5
78,5
78,2
78,1
78,2
78,3
78,0
78,5
78,4
78,2
78,2
78,4
78,0
78,2
78,0
78,1
78,2
78,4
78,0
78,3
78,5
78,0
78,4
78,5
78,4
78,2
78,3
78,4
78,0
78,3
78,4
78,3
78,2
78,4
78,4
78,1
78,3
78,1
78,5
78,4
78,4
78,2
78,3
78,4
78,2
78,5
78,2
78,0
78,2
78,5
78,3
78,4
78,2
78,4
78,4
78,4
78,1
78,2
78,2
78,5
78,5
78,2
78,2
78,0
78,2
78,1
78,0
78,4
78,3
78,2
78,0
78,0
78,0
78,3
78,1
78,3
78,4
78,3
78,5
78,1
78,0
78,5
78,3
78,5
78,0
78,5
78,5
78,4
78,2
78,0
78,1
78,0
78,0
78,5
78,2
78,4
78,0
78,1
78,3
78,4
78,3
78,0
78,1
78,4
78,2
78,5
78,4
78,3
78,1
78,4
78,0
78,3
78,4
78,0
78,3
78,2
78,5
78,0
78,1
78,1
78,5
78,0
78,5
78,0
78,3
78,2
78,3
78,0
78,4
78,2
78,5
78,1
78,2
78,2
78,0
78,4
78,4
78,4
78,3
78,0
78,2
78,5
78,1
78,3
78,2
78,1
78,5
78,0
78,0
78,1
78,5
78,5
78,3
78,0
78,2
78,3
78,3
78,1
78,3
78,5
78,2
78,4
78,4
78,3
78,0
78,1
78,2
78,3
78,3
78,1
78,4
78,3
78,0
78,2
78,0
78,4
78,0
78,4
78,0
78,4
78,2
78,2
78,3
78,4
78,3
78,0
78,5
78,1
78,1
78,0
78,1
78,0
78,5
78,5
78,0
78,2
78,5
78,1
78,5
78,5
78,4
78,1
78,1
78,1
78,1
78,0
78,0
78,1
78,3
78,1
78,2
78,5
78,5
78,0
78,3
78,3
78,5
78,5
78,4
78,0
78,1
78,5
78,4
78,0
78,1
78,0
78,1
78,0
78,0
78,5
78,2
78,5
78,5
78,0
78,0
78,3
78,2
78,0
78,3
78,3
78,5
78,5
78,3
78,0
78,0
78,2
78,4
78,5
78,4
78,3
78,1
78,3
78,3
78,0
78,1
78,1
78,5
78,3
78,5
78,1
78,0
78,1
78,3
78,0
78,4
78,2
78,5
78,5
78,1
78,5
78,4
78,3
78,2
78,0
78,0
78,3
78,5
78,5
78,3
77,2
77,3
77,4
77,0
77,3
77,4
77,0
77,0
77,5
77,4
77,5
77,1
77,1
77,0
77,4
77,4
77,1
77,2
77,0
77,3
77,5
77,1
77,1
77,2
77,5
77,0
77,4
77,1
77,3
77,2
77,0
77,1
77,3
77,5
77,1
77,1
77,5
77,4
77,2
77,5
77,5
77,2
77,5
77,3
77,4
77,3
77,0
77,0
77,1
77,3
77,3
77,1
77,1
77,1
77,0
77,2
77,0
77,5
77,0
77,0
77,4
77,0
77,4
77,0
77,4
77,1
77,0
77,4
77,1
77,3
77,5
77,1
77,0
77,3
77,5
77,5
77,2
77,3
77,0
77,4
77,3
77,5
77,5
77,1
77,0
77,2
77,1
77,2
77,3
77,1
77,0
77,0
77,0
77,4
77,2
77,1
77,0
77,4
77,2
77,2
77,4
77,4
77,4
77,0
77,0
77,3
77,3
77,0
77,0
77,1
77,1
77,3
77,3
77,1
77,3
77,1
77,5
77,0
77,1
77,5
77,2
77,1
77,1
77,0
77,5
77,1
77,4
77,2
77,3
77,5
77,4
77,4
77,0
77,2
77,1
77,3
77,5
77,5
77,4
77,0
77,2
77,5
77,1
77,5
77,0
77,5
77,2
77,3
77,4
77,3
77,5
77,3
77,1
77,4
77,4
77,0
77,3
77,2
77,5
77,0
77,4
77,4
77,0
77,1
77,5
77,3
77,4
77,4
77,0
77,4
77,1
77,5
77,2
77,2
77,3
77,4
77,2
77,0
77,4
77,2
77,3
77,5
77,5
77,0
77,2
77,1
77,5
77,1
77,4
77,3
77,2
77,1
77,5
77,2
77,3
77,1
77,0
77,3
77,4
77,3
77,5
77,4
77,0
77,4
77,2
77,1
77,1
77,0
77,1
77,1
77,5
77,4
77,5
77,0
77,3
77,1
77,3
77,2
77,1
77,2
77,1
77,4
77,5
77,1
77,1
77,1
77,2
77,1
77,0
77,5
77,3
77,3
77,4
77,3
77,0
77,3
77,3
77,0
77,2
77,1
77,1
77,1
77,0
77,5
77,4
77,2
77,3
77,4
77,5
77,0
77,5
77,1
77,4
77,2
77,4
77,5
77,5
77,2
77,3
77,1
77,1
77,5
77,2
77,5
77,2
77,1
77,1
77,2
77,0
77,1
77,3
77,1
77,5
77,1
77,5
77,4
77,1
77,2
77,3
77,2
77,0
77,3
77,1
77,2
77,3
77,1
77,0
77,1
77,5
77,4
77,4
77,4
77,3
77,5
77,4
77,4
77,5
77,1
77,5
77,2
77,1
77,0
77,1
77,3
77,2
77,2
77,4
77,1
77,0
77,0
77,3
77,4
77,2
77,0
77,1
77,4
77,3
77,3
77,5
77,4
77,4
77,2
77,4
77,4
77,0
77,1
77,1
77,1
77,2
77,0
77,3
77,1
77,4
77,0
77,2
77,0
77,0
77,3
77,5
77,4
77,4
77,4
77,1
77,1
77,2
77,4
77,5
77,4
77,1
77,3
77,3
77,4
77,0
77,4
77,3
77,5
77,0
77,5
77,1
77,1
77,1
77,4
77,4
77,1
77,4
77,5
77,1
77,1
77,5
77,3
77,2
77,0
77,5
77,1
77,1
77,4
77,2
77,1
77,1
77,5
77,4
77,2
77,5
77,4
77,1
77,3
77,4
77,0
77,3
77,3
77,5
77,0
77,4
77,4
77,3
77,2
77,3
77,3
77,5
77,4
77,3
77,0
77,5
77,0
77,5
77,0
77,1
77,5
77,5
77,1
77,5
77,2
77,2
77,5
77,2
77,2
77,0
77,0
77,4
77,2
77,4
77,1
77,0
77,4
77,0
77,2
77,1
77,0
77,4
77,5
77,5
77,1
77,3
77,3
77,2
77,5
77,0
77,0
77,4
77,1
77,3
77,4
77,4
77,4
77,3
77,4
77,3
77,5
77,4
77,4
77,5
77,3
77,0
77,1
77,1
77,4
77,4
77,4
77,4
77,4
77,4
76,2
76,1
76,1
76,2
76,1
76,3
76,3
76,2
76,1
76,5
76,5
76,3
76,1
76,0
76,3
76,0
76,5
76,0
76,3
76,1
76,0
76,0
76,3
76,2
76,0
76,3
76,4
76,0
76,4
76,2
76,5
76,2
76,5
76,5
76,1
76,2
76,3
76,4
76,4
76,1
76,3
76,3
76,3
76,3
76,4
76,0
76,5
76,0
76,4
76,3
76,3
76,0
76,1
76,2
76,0
76,0
76,0
76,5
76,0
76,0
76,0
76,1
76,1
76,2
76,3
76,5
76,4
76,3
76,3
76,1
76,3
76,0
76,4
76,1
76,5
76,2
76,3
76,4
76,2
76,0
76,2
76,0
76,4
76,4
76,4
76,2
76,3
76,5
76,2
76,3
76,4
76,1
76,2
76,2
76,1
76,1
76,5
76,4
76,3
76,5
76,4
76,1
76,5
76,4
76,2
76,4
76,4
76,1
76,5
76,2
76,1
76,1
76,0
76,1
76,0
76,3
76,1
76,3
76,5
76,0
76,2
76,2
76,4
76,1
76,0
76,4
76,5
76,0
76,4
76,4
76,2
76,3
76,2
76,2
76,5
76,3
76,0
76,0
76,0
76,2
76,2
76,1
76,1
76,1
76,5
76,0
76,2
76,1
76,4
76,5
76,5
76,0
76,2
76,5
76,5
76,1
76,5
76,3
76,1
76,1
76,1
76,4
76,0
76,2
76,4
76,1
76,2
76,2
76,2
76,5
76,1
76,2
76,3
76,1
76,0
76,3
76,2
76,4
76,3
76,2
76,1
76,3
76,4
76,4
76,2
76,1
76,4
76,3
76,4
76,3
76,5
76,2
76,1
76,1
76,1
76,3
76,2
76,0
76,0
76,0
76,4
76,1
76,4
76,1
76,4
76,3
76,3
76,5
76,2
76,4
76,3
76,3
76,2
76,2
76,2
76,3
76,4
76,5
76,2
76,1
76,5
76,1
76,5
76,5
76,3
76,5
76,5
76,5
76,2
76,5
76,2
76,5
76,0
76,4
76,2
76,5
76,4
76,3
76,2
76,3
76,3
76,2
76,0
76,2
76,5
76,2
76,0
76,0
76,4
76,2
76,0
76,5
76,3
76,1
76,2
76,5
76,0
76,4
76,3
76,3
76,2
76,1
76,2
76,4
76,0
76,3
76,0
76,1
76,4
76,0
76,0
76,5
76,2
76,0
76,0
76,5
76,4
76,1
76,2
76,4
76,0
76,1
76,1
76,2
76,5
76,0
76,3
76,2
76,0
76,2
76,4
76,1
76,0
76,0
76,1
76,1
76,5
76,5
76,4
76,5
76,0
76,5
76,4
76,0
76,5
76,2
76,5
76,0
76,3
76,0
76,3
76,1
76,3
76,5
76,0
76,1
76,5
76,0
76,3
76,0
76,5
76,3
76,2
76,0
76,3
76,4
76,2
76,1
76,5
76,3
76,3
76,3
76,2
76,3
76,1
76,2
76,1
76,4
76,5
76,5
76,1
76,5
76,4
76,3
76,4
76,5
76,5
76,2
76,5
76,5
76,1
76,2
76,4
76,2
76,3
76,2
76,0
76,1
76,3
76,5
76,5
76,5
76,0
76,2
76,1
76,4
76,5
76,3
76,4
76,2
76,5
76,4
76,3
76,4
76,4
76,1
76,1
76,3
76,1
76,4
76,4
76,5
76,1
76,5
76,1
76,4
76,0
76,0
76,3
76,0
76,5
76,2
76,0
76,0
76,4
76,4
76,2
76,2
76,5
76,4
76,0
76,2
76,2
76,0
76,0
76,3
76,5
76,2
76,3
76,1
76,3
76,0
76,5
76,4
76,1
76,4
76,3
76,5
76,5
76,5
76,1
76,2
76,5
76,1
76,2
76,5
76,4
76,2
76,1
76,5
76,3
76,1
76,3
76,0
76,3
76,0
76,4
76,0
76,2
76,0
76,1
76,4
76,4
76,0
76,0
76,2
76,5
76,4
76,2
76,0
76,5
76,2
76,1
76,5
76,5
76,2
76,5
76,4
76,1
76,4
76,5
76,2
76,1
76,1
75,5
75,4
75,0
75,4
75,1
75,3
75,2
75,0
75,3
75,3
75,0
75,4
75,1
75,3
75,1
75,5
75,0
75,1
75,4
75,3
75,4
75,1
75,5
75,0
75,4
75,2
75,1
75,3
75,1
75,0
75,4
75,5
75,0
75,0
75,4
75,5
75,0
75,4
75,2
75,5
75,3
75,4
75,0
75,5
75,5
75,1
75,1
75,5
75,1
75,4
75,4
75,3
75,2
75,1
75,3
75,2
75,2
75,4
75,2
75,5
75,2
75,4
75,0
75,3
75,0
75,5
75,5
75,3
75,1
75,2
75,2
75,5
75,1
75,1
75,3
75,2
75,4
75,1
75,5
75,5
75,3
75,1
75,0
75,4
75,0
75,0
75,4
75,0
75,4
75,3
75,4
75,2
75,3
75,1
75,1
75,0
75,2
75,2
75,4
75,2
75,5
75,2
75,0
75,4
75,2
75,4
75,4
75,4
75,1
75,0
75,3
75,0
75,2
75,4
75,4
75,0
75,2
75,5
75,5
75,5
75,5
75,0
75,2
75,2
75,2
75,3
75,0
75,0
75,1
75,1
75,4
75,0
75,0
75,5
75,0
75,0
75,5
75,0
75,3
75,3
75,2
75,5
75,5
75,2
75,5
75,3
75,2
75,5
75,4
75,4
75,0
75,5
75,0
75,1
75,1
75,3
75,2
75,0
75,2
75,2
75,2
75,2
75,1
75,2
75,0
75,1
75,4
75,5
75,5
75,2
75,2
75,5
75,5
75,0
75,4
75,3
75,3
75,2
75,5
75,2
75,3
75,3
75,2
75,5
75,1
75,2
75,2
75,5
75,3
75,0
75,1
75,3
75,2
75,0
75,4
75,0
75,4
75,1
75,3
75,2
75,0
75,4
75,2
75,2
75,1
75,5
75,4
75,4
75,4
75,5
75,5
75,3
75,0
75,3
75,4
75,5
75,3
75,1
75,4
75,5
75,5
75,4
75,3
75,1
75,0
75,2
75,3
75,4
75,4
75,1
75,1
75,4
75,3
75,4
75,0
75,5
75,0
75,5
75,3
75,0
75,5
75,3
75,0
75,2
75,2
75,1
75,1
75,3
75,1
75,5
75,2
75,3
75,4
75,4
75,2
75,3
75,1
75,3
75,4
75,4
75,4
75,5
75,5
75,3
75,3
75,4
75,2
75,0
75,0
75,2
75,1
75,1
75,1
75,2
75,3
75,3
75,2
75,1
75,4
75,2
75,5
75,1
75,0
75,3
75,4
75,0
75,4
75,4
75,1
75,0
75,1
75,1
75,5
75,5
75,1
75,1
75,0
75,1
75,2
75,0
75,4
75,1
75,3
75,3
75,1
75,2
75,4
75,5
75,1
75,3
75,3
75,0
75,2
75,1
75,5
75,4
75,3
75,0
75,0
75,4
75,0
75,3
75,0
75,2
75,0
75,5
75,0
75,3
75,0
75,4
75,0
75,0
75,3
75,4
75,1
75,4
75,3
75,5
75,5
75,4
75,2
75,2
75,5
75,5
75,5
75,4
75,0
75,2
75,3
75,3
75,1
75,5
75,1
75,2
75,1
75,2
75,1
75,4
75,0
75,2
75,3
75,1
75,3
75,2
75,0
75,5
75,0
75,3
75,1
75,2
75,4
75,1
75,1
75,4
75,5
75,5
75,2
75,3
75,2
75,3
75,5
75,2
75,2
75,3
75,5
75,5
75,3
75,5
75,3
75,2
75,4
75,5
75,5
75,2
75,4
75,3
75,4
75,0
75,4
75,5
75,2
75,0
75,5
75,2
75,4
75,5
75,4
75,3
75,5
75,1
75,2
75,4
75,5
75,1
75,0
75,4
75,1
75,1
75,1
75,2
75,2
75,0
75,3
75,3
75,1
75,2
75,4
75,0
75,1
75,1
75,5
75,4
75,1
75,5
75,4
75,2
75,2
75,2
75,0
75,4
75,3
75,1
75,0
75,3
75,2
75,1
75,0
75,2
75,0
75,1
75,2
75,5
75,2
75,4
75,2
75,3
75,1
75,2
75,5
75,1
75,3
75,1
75,2
75,1
75,4
75,4
75,2
75,0
75,4
75,5
75,2
75,1
75,4
75,1
75,4
75,4
75,1
75,3
75,1
75,5
75,1
74,2
74,0
74,3
74,0
74,5
74,2
74,1
74,3
74,0
74,2
74,3
74,1
74,3
74,0
74,2
74,5
74,5
74,3
74,0
74,5
74,2
74,4
74,2
74,0
74,1
74,5
74,1
74,2
74,0
74,2
74,0
74,1
74,4
74,1
74,3
74,2
74,0
74,2
74,4
74,5
74,3
74,0
74,5
74,0
74,4
74,0
74,3
74,4
74,4
74,4
74,1
74,0
74,5
74,2
74,4
74,5
74,2
74,4
74,1
74,2
74,5
74,3
74,2
74,4
74,3
74,1
74,3
74,0
74,2
74,3
74,0
74,4
74,1
74,1
74,5
74,1
74,4
74,2
74,4
74,0
74,1
74,1
74,3
74,1
74,3
74,0
74,1
74,3
74,5
74,0
74,2
74,3
74,5
74,5
74,4
74,2
74,5
74,4
74,5
74,4
74,4
74,5
74,5
74,3
74,1
74,4
74,5
74,1
74,3
74,2
74,4
74,5
74,3
74,2
74,1
74,2
74,0
74,4
74,5
74,5
74,0
74,5
74,2
74,1
74,2
74,0
74,0
74,0
74,4
74,5
74,4
74,2
74,0
74,2
74,1
74,3
74,1
74,0
74,4
74,1
74,5
74,1
74,3
74,0
74,3
74,5
74,2
74,1
74,1
74,2
74,5
74,5
74,5
74,1
74,4
74,5
74,4
74,5
74,1
74,5
74,2
74,4
74,3
74,0
74,0
74,4
74,1
74,0
74,1
74,5
74,4
74,0
74,0
74,4
74,3
74,0
74,1
74,4
74,3
74,2
74,5
74,3
74,3
74,3
74,0
74,4
74,3
74,4
74,4
74,2
74,4
74,5
74,3
74,2
74,2
74,4
74,3
74,4
74,0
74,0
74,0
74,2
74,5
74,0
74,5
74,4
74,1
74,4
74,0
74,1
74,5
74,1
74,0
74,2
74,1
74,5
74,5
74,0
74,0
74,1
74,5
74,2
74,1
74,2
74,2
74,5
74,3
74,2
74,5
74,2
74,2
74,0
74,4
74,3
74,4
74,0
74,1
74,2
74,3
74,2
74,3
74,5
74,4
74,1
74,2
74,4
74,1
74,0
74,2
74,0
74,5
74,2
74,1
74,3
74,0
74,5
74,2
74,5
74,0
74,0
74,0
74,5
74,2
74,1
74,0
74,4
74,3
74,4
74,3
74,3
74,1
74,5
74,2
74,5
74,1
74,0
74,3
74,3
74,4
74,3
74,1
74,2
74,1
74,3
74,5
74,5
74,5
74,3
74,4
74,5
74,4
74,2
74,2
74,3
74,1
74,5
74,4
74,2
74,2
74,2
74,2
74,4
74,1
74,5
74,0
74,2
74,3
74,0
74,5
74,4
74,2
74,1
74,1
74,2
74,5
74,1
74,1
74,2
74,3
74,3
74,0
74,2
74,3
74,3
74,2
74,2
74,5
74,0
74,4
74,5
74,2
74,2
74,4
74,3
74,3
74,3
74,1
74,2
74,4
74,4
74,5
74,5
74,2
74,1
74,0
74,0
74,0
74,2
74,0
74,2
74,5
74,2
74,0
74,3
74,2
74,5
74,4
74,3
74,5
74,1
74,1
74,1
74,0
74,0
74,4
74,5
74,4
74,3
74,4
74,3
74,4
74,5
74,3
74,4
74,4
74,4
74,5
74,1
74,4
74,5
74,1
74,3
74,4
74,0
74,5
74,5
74,1
74,4
74,2
74,3
74,3
74,1
74,5
74,0
74,4
74,4
74,3
74,3
74,3
74,4
74,2
74,3
74,4
74,0
74,0
74,3
74,2
74,0
74,0
74,2
74,1
74,0
74,0
74,2
74,0
74,0
74,2
74,3
74,5
74,0
74,4
74,4
74,4
74,5
74,2
74,0
74,4
74,3
74,0
74,5
74,1
74,4
74,2
74,3
74,1
74,5
74,0
74,5
74,0
74,0
74,2
74,5
74,1
74,1
74,5
74,2
74,5
74,0
74,1
74,5
74,1
74,0
74,2
74,5
74,1
74,4
74,5
74,1
74,0
74,3
74,4
74,1
74,4
74,2
74,3
74,5
74,0
74,5
74,1
74,2
74,4
74,3
74,2
74,5
74,5
74,2
74,2
74,4
73,2
73,2
73,5
73,0
73,2
73,2
73,1
73,4
73,5
73,3
73,5
73,3
73,0
73,5
73,0
73,2
73,3
73,0
73,2
73,5
73,2
73,4
73,5
73,3
73,5
73,5
73,4
73,2
73,0
73,4
73,0
73,4
73,0
73,4
73,1
73,0
73,3
73,3
73,2
73,0
73,4
73,3
73,4
73,3
73,0
73,4
73,4
73,4
73,1
73,0
73,0
73,3
73,1
73,5
73,2
73,2
73,5
73,0
73,3
73,1
73,2
73,5
73,5
73,1
73,5
73,2
73,3
73,4
73,1
73,5
73,0
73,1
73,1
73,5
73,1
73,5
73,0
73,4
73,4
73,1
73,2
73,3
73,3
73,3
73,4
73,2
73,2
73,1
73,4
73,1
73,5
73,4
73,3
73,0
73,4
73,4
73,4
73,5
73,4
73,4
73,1
73,0
73,1
73,5
73,4
73,2
73,5
73,0
73,5
73,4
73,1
73,0
73,0
73,2
73,3
73,1
73,2
73,2
73,4
73,2
73,5
73,0
73,4
73,5
73,1
73,4
73,2
73,1
73,4
73,3
73,3
73,4
73,5
73,5
73,0
73,5
73,2
73,0
73,4
73,0
73,0
73,2
73,2
73,2
73,3
73,4
73,2
73,4
73,3
73,0
73,1
73,1
73,1
73,5
73,3
73,0
73,5
73,4
73,2
73,2
73,2
73,2
73,3
73,1
73,5
73,0
73,5
73,5
73,2
73,2
73,1
73,2
73,5
73,5
73,0
73,3
73,5
73,1
73,3
73,5
73,4
73,2
73,0
73,2
73,2
73,1
73,1
73,2
73,5
73,1
73,5
73,3
73,4
73,4
73,3
73,1
73,1
73,5
73,0
73,4
73,4
73,4
73,4
73,5
73,2
73,0
73,1
73,2
73,4
73,2
73,2
73,1
73,0
73,4
73,5
73,2
73,2
73,0
73,4
73,3
73,0
73,3
73,4
73,2
73,5
73,2
73,0
73,0
73,3
73,3
73,4
73,3
73,3
73,2
73,1
73,4
73,4
73,1
73,2
73,3
73,2
73,3
73,1
73,4
73,5
73,2
73,0
73,2
73,0
73,0
73,0
73,2
73,0
73,2
73,4
73,2
73,4
73,4
73,2
73,2
73,4
73,3
73,4
73,3
73,1
73,4
73,3
73,2
73,2
73,0
73,4
73,0
73,5
73,0
73,4
73,4
73,3
73,2
73,1
73,5
73,0
73,4
73,4
73,0
73,5
73,4
73,3
73,5
73,2
73,4
73,0
73,1
73,3
73,2
73,4
73,2
73,0
73,0
73,4
73,1
73,2
73,1
73,2
73,3
73,1
73,3
73,3
73,4
73,2
73,3
73,3
73,2
73,3
73,5
73,4
73,3
73,4
73,3
73,5
73,4
73,2
73,3
73,0
73,3
73,1
73,4
73,5
73,3
73,0
73,5
73,2
73,5
73,1
73,4
73,3
73,3
73,4
73,4
73,0
73,2
73,5
73,3
73,5
73,1
73,3
73,0
73,5
73,4
73,2
73,1
73,0
73,4
73,4
73,4
73,5
73,0
73,4
73,4
73,2
73,5
73,2
73,3
73,2
73,3
73,3
73,4
73,5
73,4
73,0
73,5
73,5
73,0
73,3
73,1
73,0
73,2
73,5
73,0
73,0
73,2
73,2
73,3
73,4
73,0
73,2
73,1
73,5
73,0
73,1
73,0
73,4
73,5
73,0
73,4
73,3
73,4
73,5
73,4
73,5
73,1
73,4
73,2
73,4
73,0
73,0
73,5
73,3
73,4
73,4
73,3
73,0
73,0
73,3
73,1
73,3
73,0
73,5
73,5
73,0
73,2
73,4
73,5
73,0
73,1
73,5
73,5
73,1
73,5
73,2
73,0
73,5
73,3
73,5
73,5
73,4
73,1
73,2
73,0
73,4
73,3
73,0
73,2
73,1
73,2
73,5
73,1
73,3
73,4
73,5
73,2
73,2
73,5
73,2
73,1
73,4
73,5
73,5
73,0
73,3
73,5
73,5
73,2
73,5
73,5
73,3
73,3
73,4
73,2
73,3
73,3
73,5
73,3
73,3
73,3
73,4
73,1
73,4
73,2
73,1
73,1
73,0
73,4
73,0
73,4
73,4
73,0
73,5
73,3
73,0
73,3
73,1
73,2
73,0
73,3
73,3
73,5
73,3
73,2
72,4
72,0
72,0
72,5
72,4
72,3
72,4
72,1
72,0
72,1
72,5
72,1
72,2
72,0
72,1
72,5
72,0
72,2
72,2
72,3
72,3
72,3
72,5
72,2
72,1
72,1
72,0
72,3
72,3
72,3
72,0
72,2
72,5
72,1
72,3
72,5
72,0
72,2
72,4
72,1
72,1
72,4
72,2
72,1
72,3
72,2
72,2
72,5
72,2
72,4
72,5
72,2
72,4
72,3
72,1
72,4
72,0
72,5
72,5
72,0
72,2
72,3
72,3
72,2
72,1
72,2
72,4
72,3
72,1
72,0
72,3
72,0
72,5
72,3
72,1
72,2
72,2
72,1
72,0
72,4
72,5
72,1
72,4
72,5
72,1
72,2
72,3
72,2
72,1
72,4
72,1
72,4
72,2
72,4
72,1
72,1
72,1
72,5
72,5
72,1
72,0
72,1
72,5
72,3
72,5
72,0
72,0
72,0
72,3
72,3
72,0
72,0
72,4
72,3
72,2
72,5
72,2
72,5
72,5
72,5
72,2
72,3
72,0
72,3
72,1
72,0
72,0
72,4
72,4
72,3
72,4
72,1
72,0
72,3
72,1
72,1
72,3
72,5
72,0
72,1
72,2
72,1
72,0
