FP2-F4,GSR
102,6
102,9
102,10
102,9
102,6
102,10
102,6
102,7
102,8
102,6
102,7
102,7
102,10
102,6
102,7
102,6
102,6
102,9
102,6
102,7
102,9
102,7
102,7
102,10
102,8
102,7
102,8
102,10
102,10
102,9
102,7
102,10
102,9
102,8
102,6
102,6
102,9
102,10
102,6
102,8
102,6
102,6
102,9
102,10
102,8
102,10
102,7
102,7
102,7
102,10
102,9
102,8
102,7
102,8
102,6
102,6
102,9
102,9
102,9
102,7
102,8
102,7
102,10
102,8
102,8
102,7
102,10
102,7
102,10
102,9
102,8
102,9
102,10
102,7
102,6
102,10
102,6
102,8
102,8
102,9
102,10
102,10
102,10
102,7
102,8
102,6
102,9
102,6
102,8
102,10
102,6
102,9
102,7
102,9
102,10
102,7
102,7
102,9
102,6
102,8
102,6
102,7
102,9
102,10
102,7
102,6
102,6
102,9
102,10
102,6
102,10
102,7
102,10
102,7
102,7
102,10
102,7
102,9
102,10
102,9
102,10
102,10
102,10
102,8
102,7
102,9
102,7
102,7
102,10
102,6
102,9
102,10
102,7
102,8
102,6
102,6
102,10
102,7
102,8
102,7
102,6
102,9
102,7
102,8
102,10
102,9
102,6
102,7
102,6
102,7
102,10
102,8
102,8
102,10
102,6
102,8
102,7
102,10
102,7
102,9
102,6
102,8
102,10
102,8
102,7
102,7
102,8
102,6
102,8
102,10
102,9
102,7
102,9
102,10
102,7
102,7
102,8
102,8
102,9
102,8
102,7
102,10
102,7
102,8
102,9
102,9
102,7
102,9
102,9
102,7
102,7
102,9
102,8
102,6
102,8
102,7
102,9
102,7
102,7
102,8
102,10
102,8
102,7
102,8
102,9
102,6
102,10
102,9
102,9
102,6
102,6
102,10
102,9
102,9
102,10
102,8
102,6
102,10
102,9
102,7
102,6
102,7
102,9
102,9
102,9
102,6
102,6
102,10
102,9
102,9
102,10
102,10
102,9
102,9
102,9
102,8
102,6
102,9
102,8
102,10
102,9
102,6
102,10
102,8
102,8
102,10
101,7
101,7
101,7
101,9
101,9
101,8
101,8
101,7
101,7
101,8
101,8
101,7
101,9
101,10
101,10
101,9
101,6
101,6
101,8
101,9
101,6
101,8
101,10
101,6
101,7
101,8
101,10
101,8
101,7
101,9
101,10
101,10
101,7
101,7
101,8
101,9
101,10
101,9
101,7
101,10
101,6
101,6
101,9
101,10
101,10
101,8
101,10
101,9
101,9
101,6
101,7
101,10
101,7
101,6
101,9
101,7
101,8
101,9
101,7
101,8
101,8
101,6
101,8
101,6
101,6
101,8
101,10
101,10
101,9
101,9
101,7
101,10
101,9
101,8
101,8
101,6
101,7
101,8
101,6
101,6
101,7
101,10
101,8
101,7
101,9
101,6
101,8
101,10
101,6
101,6
101,10
101,8
101,6
101,7
101,10
101,9
101,10
101,7
101,7
101,9
101,8
101,8
101,7
101,8
101,9
101,10
101,9
101,7
101,10
101,9
101,7
101,7
101,9
101,10
101,7
101,10
101,8
101,6
101,9
101,8
101,6
101,9
101,7
101,8
101,7
101,9
101,6
101,9
101,6
101,8
101,10
101,6
101,7
101,7
101,10
101,7
101,9
101,9
101,9
101,8
101,10
101,8
101,7
101,7
101,8
101,8
101,10
101,7
101,10
101,8
101,10
101,7
101,9
101,9
101,7
101,9
101,6
101,7
101,9
101,8
101,8
101,7
101,9
101,6
101,9
101,8
101,8
101,7
101,9
101,7
101,7
101,10
101,8
101,7
101,7
101,8
101,6
101,7
101,8
101,8
101,10
101,10
101,8
101,9
101,7
101,6
101,9
101,7
101,8
101,8
101,9
101,10
101,9
101,9
101,7
101,8
101,9
101,6
101,7
101,9
101,9
101,9
101,10
101,9
101,7
101,9
101,8
101,9
101,7
101,8
101,9
101,6
101,7
101,6
101,7
101,8
101,10
101,6
101,10
101,9
101,8
101,6
101,6
101,7
101,9
101,7
101,6
101,8
101,8
101,6
101,8
101,6
101,10
101,9
101,9
101,7
101,10
101,8
101,6
101,9
101,9
101,7
101,7
101,7
101,9
101,9
101,6
101,6
101,10
101,8
101,6
101,7
101,10
101,6
101,9
101,8
101,6
101,6
101,9
101,8
101,9
101,7
101,8
101,8
101,10
101,7
101,9
101,7
101,8
101,7
101,9
101,7
101,10
101,7
101,10
101,8
101,9
101,8
101,10
101,6
101,6
101,7
101,9
101,6
101,8
101,9
101,7
101,8
101,8
101,9
101,10
101,6
101,10
101,6
101,6
101,10
101,10
101,7
101,6
101,6
101,8
101,8
101,7
101,10
101,7
101,6
101,10
101,7
101,9
101,7
101,8
101,6
101,7
101,10
101,7
101,6
101,7
101,8
101,8
101,10
101,10
101,6
101,9
101,9
101,9
101,10
101,10
101,6
101,10
101,6
101,9
101,9
101,7
101,7
101,10
101,7
101,7
101,9
101,7
101,6
101,8
101,10
101,8
101,7
101,8
101,9
101,9
101,8
101,8
101,6
101,6
101,9
101,9
101,7
101,8
101,9
101,8
101,6
101,8
101,7
101,6
100,6
100,7
100,9
100,7
100,7
100,10
100,7
100,9
100,8
100,6
100,9
100,9
100,8
100,6
100,7
100,6
100,9
100,8
100,9
100,9
100,9
100,7
100,8
100,6
100,10
100,8
100,10
100,10
100,10
100,8
100,7
100,6
100,9
100,9
100,7
100,6
100,9
100,10
100,6
100,7
100,9
100,6
100,9
100,7
100,8
100,8
100,6
100,6
100,10
100,6
100,7
100,9
100,10
100,10
100,7
100,6
100,7
100,10
100,7
100,10
100,10
100,7
100,6
100,10
100,7
100,10
100,9
100,10
100,6
100,6
100,9
100,8
100,7
100,9
100,8
100,9
100,9
100,8
100,10
100,10
100,6
100,10
100,10
100,9
100,6
100,6
100,10
100,10
100,8
100,9
100,9
100,8
100,7
100,9
100,10
100,8
100,8
100,6
100,10
100,10
100,7
100,8
100,6
100,10
100,6
100,7
100,9
100,9
100,9
100,6
100,8
100,9
100,7
100,6
100,7
100,9
100,7
100,7
100,9
100,7
100,8
100,8
100,7
100,6
100,8
100,8
100,6
100,8
100,10
100,7
100,10
100,9
100,6
100,8
100,6
100,7
100,10
100,7
100,6
100,9
100,10
100,6
100,9
100,7
100,10
100,10
100,7
100,10
100,8
100,8
100,7
100,10
100,6
100,9
100,10
100,9
100,9
100,8
100,10
100,8
100,9
100,7
100,6
100,10
100,6
100,7
100,8
100,6
100,10
100,9
100,10
100,9
100,8
100,6
100,6
100,9
100,9
100,6
100,9
100,7
100,7
100,6
100,9
100,9
100,7
100,10
100,10
100,6
100,9
100,7
100,10
100,7
100,7
100,6
100,6
100,6
100,6
100,9
100,10
100,8
100,8
100,6
100,10
100,10
100,10
100,6
100,8
100,8
100,6
100,10
100,9
100,6
100,9
100,8
100,7
100,8
100,10
100,9
100,7
100,8
100,6
100,8
100,9
100,7
100,9
100,9
100,7
100,9
100,8
100,9
100,10
100,10
100,6
100,9
100,6
100,10
100,9
100,10
100,7
100,8
100,7
100,7
100,8
100,9
100,6
100,6
100,8
100,8
100,7
100,9
100,9
100,8
100,7
100,6
100,10
100,8
100,6
100,9
100,6
100,8
100,10
100,7
100,6
100,8
100,8
100,8
100,9
100,8
100,6
100,6
100,10
100,10
100,9
100,7
100,9
100,9
100,10
100,6
100,6
100,7
100,9
100,6
100,6
100,8
100,6
100,6
100,6
100,8
100,10
100,9
100,10
100,9
100,10
100,6
100,8
100,6
100,8
100,9
100,9
100,6
100,9
100,6
100,8
100,9
100,9
100,7
100,8
100,10
100,8
100,9
100,8
100,9
100,10
100,9
100,8
100,9
100,6
100,10
100,9
100,8
100,9
100,10
100,9
100,8
100,9
100,10
100,9
100,9
100,9
100,7
100,10
100,7
100,8
100,6
100,10
100,6
100,9
100,6
100,9
100,8
100,6
100,7
100,9
100,8
100,7
100,8
100,8
100,8
100,6
100,7
100,7
100,8
100,8
100,6
100,7
100,9
100,9
100,8
100,7
100,8
100,7
100,9
100,9
100,10
100,7
100,6
100,6
100,10
100,9
100,8
100,9
100,10
100,8
100,8
100,10
100,6
100,8
100,6
100,10
100,8
100,8
100,7
100,8
100,10
100,10
99,6
99,8
99,10
99,9
99,6
99,10
99,10
99,6
99,6
99,7
99,9
99,6
99,8
99,9
99,7
99,6
99,10
99,8
99,7
99,10
99,6
99,6
99,9
99,7
99,7
99,8
99,7
99,7
99,7
99,7
99,10
99,10
99,7
99,7
99,9
99,8
99,7
99,9
99,9
99,10
99,9
99,6
99,8
99,6
99,8
99,9
99,9
99,7
99,9
99,8
99,6
99,8
99,10
99,9
99,6
99,8
99,9
99,8
99,9
99,8
99,9
99,9
99,8
99,6
99,10
99,9
99,6
99,7
99,6
99,6
99,9
99,10
99,10
99,8
99,7
99,9
99,10
99,6
99,8
99,8
99,9
99,10
99,7
99,10
99,7
99,6
99,8
99,7
99,10
99,8
99,9
99,7
99,9
99,7
99,6
99,10
99,7
99,9
99,7
99,10
99,8
99,8
99,10
99,9
99,10
99,10
99,7
99,7
99,9
99,10
99,9
99,8
99,6
99,10
99,6
99,8
99,7
99,8
99,10
99,7
99,8
99,7
99,10
99,7
99,10
99,9
99,6
99,7
99,8
99,7
99,6
99,8
99,7
99,7
99,10
99,10
99,7
99,8
99,6
99,9
99,7
99,9
99,8
99,6
99,9
99,8
99,7
99,9
99,6
99,9
99,10
99,9
99,10
99,8
99,10
99,6
99,8
99,8
99,9
99,8
99,6
99,10
99,8
99,8
99,9
99,10
99,10
99,10
99,9
99,8
99,10
99,7
99,9
99,7
99,6
99,6
99,7
99,8
99,9
99,7
99,10
99,6
99,9
99,9
99,7
99,6
99,8
99,7
99,10
99,10
99,8
99,9
99,7
99,7
99,6
99,8
99,6
99,7
99,10
99,9
99,8
99,7
99,10
99,7
99,10
99,6
99,9
99,7
99,6
99,10
99,9
99,9
99,9
99,6
99,9
99,7
99,8
99,8
99,8
99,6
99,8
99,8
99,6
99,10
99,6
99,9
99,9
99,9
99,6
99,9
99,9
99,9
99,6
99,8
99,10
99,9
99,6
99,8
99,10
99,6
99,6
99,8
99,10
99,7
99,9
99,10
99,9
99,9
99,8
99,6
99,7
99,7
99,6
99,7
99,6
99,10
99,8
99,10
99,9
99,9
99,6
99,6
99,9
99,10
99,7
99,9
99,7
99,6
99,10
99,6
99,8
99,10
99,10
99,9
99,6
99,6
99,9
99,6
99,8
99,7
99,7
99,10
99,6
99,7
99,9
99,7
99,10
99,9
99,10
99,10
99,10
99,8
99,10
99,10
99,6
99,7
99,6
99,7
99,8
99,8
99,9
99,7
99,9
99,9
99,6
99,6
99,6
99,10
99,7
99,6
99,6
99,6
99,7
99,10
99,10
99,6
99,6
99,10
99,10
99,10
99,10
99,8
99,6
99,9
99,10
99,6
99,9
99,10
99,8
99,10
99,9
99,6
99,9
99,10
99,6
99,8
99,10
99,9
99,7
99,6
99,6
99,9
99,10
99,9
99,10
99,8
99,7
99,8
99,7
99,10
99,8
99,9
99,7
99,10
99,8
99,7
99,10
99,8
99,10
99,10
99,10
99,9
99,7
99,6
99,7
99,10
99,6
98,6
98,9
98,8
98,9
98,8
98,10
98,8
98,6
98,6
98,9
98,8
98,7
98,8
98,9
98,9
98,10
98,10
98,6
98,8
98,6
98,6
98,9
98,10
98,9
98,7
98,8
98,9
98,7
98,7
98,8
98,8
98,7
98,9
98,9
98,10
98,9
98,6
98,8
98,10
98,8
98,7
98,6
98,10
98,10
98,9
98,6
98,8
98,9
98,10
98,10
98,7
98,7
98,7
98,6
98,8
98,8
98,7
98,9
98,7
98,7
98,7
98,6
98,8
98,10
98,8
98,8
98,7
98,6
98,9
98,7
98,6
98,7
98,9
98,10
98,10
98,7
98,7
98,6
98,7
98,10
98,7
98,9
98,10
98,10
98,7
98,10
98,9
98,8
98,7
98,8
98,7
98,7
98,6
98,9
98,10
98,9
98,9
98,10
98,7
98,6
98,8
98,8
98,8
98,9
98,6
98,8
98,8
98,10
98,9
98,6
98,10
98,7
98,8
98,9
98,9
98,9
98,9
98,8
98,10
98,8
98,7
98,10
98,8
98,8
98,7
98,10
98,7
98,9
98,6
98,10
98,9
98,8
98,6
98,10
98,8
98,6
98,6
98,8
98,8
98,6
98,6
98,10
98,6
98,6
98,9
98,6
98,9
98,6
98,9
98,9
98,8
98,6
98,10
98,6
98,7
98,9
98,10
98,6
98,10
98,10
98,7
98,8
98,9
98,7
98,8
98,10
98,10
98,8
98,8
98,7
98,7
98,9
98,6
98,8
98,8
98,9
98,6
98,6
98,7
98,9
98,9
98,10
98,9
98,9
98,10
98,7
98,7
98,6
98,7
98,6
98,8
98,7
98,7
98,8
98,8
98,7
98,9
98,10
98,6
98,9
98,6
98,10
98,7
98,10
98,8
98,8
98,8
98,8
98,7
98,10
98,9
98,6
98,7
98,8
98,8
98,8
98,10
98,9
98,9
98,10
98,6
98,7
98,10
98,10
98,6
98,8
98,9
98,10
98,9
98,7
98,9
98,9
98,7
98,6
98,6
98,9
98,6
98,10
98,9
98,7
98,9
98,10
98,8
98,6
98,6
98,6
98,6
98,10
98,8
98,8
98,7
98,10
98,6
98,7
98,7
98,7
98,10
98,10
98,10
98,6
98,8
98,10
98,9
98,6
98,10
98,9
98,8
98,8
98,7
98,10
98,7
98,8
98,9
98,6
98,9
98,6
98,7
98,9
98,10
98,7
98,8
98,9
98,10
98,6
98,10
98,8
98,9
98,9
98,9
98,6
98,7
98,6
98,10
98,6
98,8
98,7
98,7
98,7
98,7
98,9
98,6
98,6
98,7
98,6
98,10
98,8
98,8
98,8
98,6
98,9
98,7
98,8
98,8
98,10
98,9
98,9
98,10
98,10
98,6
98,6
98,9
98,9
98,8
98,6
98,9
98,7
98,8
98,10
98,8
98,8
98,8
98,10
98,8
98,10
98,6
98,7
98,9
98,10
98,7
98,6
98,7
98,9
98,8
98,10
98,10
98,10
98,8
98,6
98,7
98,7
98,8
98,8
98,10
98,9
98,7
98,6
98,7
97,6
97,8
97,6
97,6
97,6
97,10
97,7
97,10
97,9
97,8
97,8
97,7
97,9
97,7
97,6
97,10
97,7
97,9
97,6
97,9
97,7
97,9
97,8
97,7
97,6
97,9
97,8
97,9
97,7
97,6
97,7
97,9
97,7
97,9
97,10
97,8
97,9
97,6
97,9
97,9
97,9
97,7
97,8
97,7
97,6
97,9
97,8
97,7
97,6
97,6
97,9
97,9
97,10
97,10
97,9
97,7
97,7
97,7
97,6
97,10
97,7
97,9
97,9
97,10
97,8
97,7
97,7
97,6
97,8
97,7
97,9
97,8
97,8
97,8
97,6
97,8
97,6
97,6
97,7
97,7
97,7
97,8
97,7
97,8
97,8
97,6
97,9
97,9
97,10
97,9
97,9
97,10
97,6
97,7
97,7
97,10
97,10
97,9
97,10
97,9
97,6
97,10
97,7
97,10
97,7
97,8
97,10
97,7
97,7
97,7
97,6
97,7
97,10
97,6
97,8
97,6
97,7
97,6
97,7
97,7
97,7
97,10
97,10
97,6
97,8
97,10
97,7
97,10
97,6
97,8
97,6
97,6
97,9
97,8
97,8
97,6
97,7
97,10
97,8
97,6
97,7
97,8
97,10
97,8
97,8
97,10
97,6
97,8
97,6
97,10
97,8
97,10
97,10
97,9
97,8
97,6
97,6
97,9
97,8
97,10
97,9
97,9
97,6
97,7
97,7
97,7
97,10
97,8
97,8
97,10
97,6
97,9
97,8
97,10
97,10
97,9
97,9
97,6
97,6
97,8
97,10
97,6
97,9
97,6
97,6
97,9
97,10
97,7
97,6
97,9
97,7
97,10
97,8
97,8
97,10
97,8
97,9
97,6
97,6
97,7
97,8
97,6
97,7
97,7
97,9
97,7
97,7
97,8
97,9
97,6
97,8
97,6
97,10
97,8
97,10
97,7
97,6
97,8
97,8
97,9
97,7
97,9
97,7
97,7
97,10
97,9
97,9
97,10
97,9
97,8
97,8
97,6
97,6
97,7
97,7
97,10
97,8
97,10
97,6
97,10
97,6
97,6
97,9
97,6
97,6
97,6
97,6
97,7
97,8
97,9
97,8
97,6
97,10
97,10
97,8
97,7
97,6
97,8
97,7
97,10
97,6
97,6
97,8
97,9
97,8
97,10
97,10
97,6
97,8
97,6
97,9
97,8
97,9
97,6
97,8
97,8
97,6
97,10
97,10
97,10
97,8
97,8
97,7
97,6
97,9
97,6
97,10
97,8
97,10
97,7
97,7
97,6
97,10
97,7
97,6
97,6
97,6
97,8
97,7
97,10
97,9
97,8
97,10
97,10
97,6
97,8
97,6
97,9
97,10
97,9
97,8
97,10
97,9
97,7
97,7
97,7
97,9
97,9
97,9
97,6
97,10
97,6
97,7
97,8
97,10
97,9
97,10
97,9
97,7
97,6
97,6
97,7
97,10
97,7
97,7
97,9
97,8
97,8
97,9
97,8
97,9
97,10
97,7
97,9
97,7
97,8
97,6
97,10
97,10
97,10
97,6
97,7
97,6
97,7
97,10
96,7
96,6
96,10
96,8
96,7
96,9
96,8
96,7
96,6
96,9
96,9
96,10
96,6
96,7
96,7
96,6
96,7
96,6
96,10
96,7
96,7
96,7
96,7
96,6
96,7
96,10
96,9
96,9
96,8
96,9
96,6
96,10
96,8
96,8
96,10
96,7
96,9
96,10
96,7
96,8
96,9
96,9
96,7
96,9
96,9
96,7
96,10
96,8
96,6
96,10
96,7
96,7
96,6
96,10
96,6
96,10
96,6
96,10
96,6
96,7
96,7
96,8
96,10
96,9
96,10
96,7
96,6
96,9
96,8
96,9
96,10
96,10
96,8
96,9
96,8
96,9
96,7
96,9
96,8
96,6
96,10
96,10
96,6
96,7
96,8
96,7
96,9
96,7
96,7
96,10
96,8
96,10
96,6
96,7
96,10
96,10
96,6
96,8
96,9
96,7
96,6
96,6
96,6
96,6
96,9
96,6
96,7
96,9
96,8
96,6
96,8
96,6
96,6
96,7
96,8
96,9
96,10
96,8
96,9
96,9
96,6
96,6
96,7
96,10
96,8
96,9
96,8
96,9
96,9
96,6
96,9
96,6
96,9
96,7
96,7
96,7
96,8
96,7
96,10
96,9
96,10
96,10
96,7
96,7
96,8
96,8
96,7
96,8
96,10
96,6
96,9
96,9
96,7
96,6
96,9
96,9
96,10
96,9
96,10
96,10
96,7
96,8
96,9
96,7
96,10
96,6
96,9
96,7
96,6
96,8
96,8
96,10
96,10
96,8
96,10
96,10
96,9
96,6
96,6
96,6
96,10
96,7
96,8
96,10
96,9
96,7
96,9
96,8
96,6
96,8
96,6
96,6
96,10
96,8
96,8
96,8
96,7
96,10
96,7
96,6
96,6
96,9
96,8
96,6
96,6
96,10
96,9
96,7
96,7
96,10
96,6
96,7
96,8
96,9
96,9
96,6
96,8
96,8
96,6
96,7
96,7
96,10
96,6
96,6
96,9
96,9
96,6
96,7
96,10
96,6
96,10
96,9
96,10
96,6
96,8
96,10
96,10
96,10
96,8
96,7
96,7
96,9
96,9
96,9
96,10
96,9
96,7
96,10
96,8
96,8
96,9
96,10
96,9
96,9
96,6
96,7
96,10
96,7
96,8
96,6
96,8
96,8
96,6
96,10
96,8
96,10
96,6
96,7
96,7
96,9
96,6
96,10
96,8
96,10
96,9
96,8
96,8
96,9
96,6
96,7
96,10
96,9
96,8
96,8
96,8
96,10
96,9
96,10
96,10
96,6
96,9
96,10
96,9
96,7
96,9
96,7
96,9
96,7
96,7
96,6
96,9
96,7
96,9
96,9
96,10
96,9
96,7
96,6
96,7
96,6
96,8
96,8
96,8
96,9
96,6
96,10
96,6
96,7
96,10
96,10
96,8
96,10
96,7
96,8
96,8
96,10
96,6
96,8
96,6
96,6
96,9
96,10
96,10
96,8
96,7
96,6
96,7
96,10
96,9
96,6
96,10
96,6
96,6
96,6
96,9
96,10
96,6
96,9
96,10
96,6
96,7
96,6
96,10
96,7
96,10
96,7
96,10
96,7
96,10
96,9
96,7
96,10
96,9
96,8
96,10
96,9
96,8
96,6
96,6
96,9
96,10
96,8
96,6
96,6
96,8
96,6
96,6
96,7
96,9
96,7
96,10
96,6
96,7
96,8
96,7
96,6
96,9
96,10
96,7
96,7
96,6
96,7
96,9
96,10
96,9
96,7
96,6
96,8
96,9
96,6
96,8
96,8
96,9
96,8
96,7
96,6
96,8
96,7
96,10
96,9
96,8
96,8
96,10
96,7
96,6
96,9
96,9
96,8
96,6
96,7
96,6
95,7
95,10
95,8
95,10
95,7
95,6
95,7
95,8
95,6
95,9
95,8
95,9
95,10
95,8
95,10
95,7
95,6
95,9
95,10
95,8
95,8
95,8
95,10
95,6
95,9
95,9
95,6
95,10
95,8
95,9
95,9
95,7
95,7
95,8
95,10
95,6
95,9
95,8
95,8
95,7
95,9
95,7
95,7
95,10
95,7
95,8
95,8
95,10
95,7
95,7
95,10
95,9
95,7
95,6
95,6
95,6
95,6
95,7
95,9
95,8
95,9
95,6
95,6
95,9
95,7
95,7
95,6
95,8
95,7
95,6
95,9
95,9
95,6
95,8
95,9
95,6
95,10
95,8
95,10
95,7
95,6
95,10
95,10
95,10
95,8
95,6
95,6
95,7
95,6
95,9
95,10
95,6
95,9
95,9
95,7
95,8
95,9
95,9
95,8
95,10
95,10
95,8
95,9
95,10
95,7
95,9
95,8
95,9
95,6
95,10
95,8
95,9
95,6
95,7
95,6
95,6
95,7
95,6
95,10
95,7
95,10
95,9
95,9
95,7
95,6
95,8
95,6
95,10
95,7
95,8
95,9
95,8
95,10
95,7
95,8
95,8
95,10
95,7
95,10
95,6
95,10
95,8
95,8
95,10
95,6
95,8
95,8
95,9
95,7
95,10
95,8
95,7
95,9
95,8
95,7
95,9
95,7
95,9
95,9
95,6
95,6
95,8
95,6
95,8
95,6
95,6
95,6
95,10
95,8
95,10
95,10
95,6
95,10
95,7
95,6
95,8
95,10
95,10
95,10
95,9
95,8
95,8
95,10
95,8
95,6
95,6
95,7
95,6
95,7
95,8
95,10
95,9
95,10
95,10
95,8
95,6
95,10
95,7
95,9
95,6
95,6
95,8
95,6
95,10
95,8
95,6
95,8
95,8
95,7
95,8
95,7
95,6
95,8
95,6
95,6
95,6
95,6
95,7
95,9
95,9
95,10
95,10
95,8
95,7
95,6
95,10
95,9
95,10
95,9
95,9
95,7
95,10
95,6
95,7
95,7
95,8
95,6
95,9
95,7
95,6
95,10
95,6
95,10
95,7
95,8
95,10
95,7
95,7
95,9
95,6
95,10
95,8
95,8
95,10
95,8
95,9
95,7
95,9
95,8
95,7
95,10
95,7
95,6
95,9
95,9
95,7
95,9
95,6
95,7
95,8
95,10
95,7
95,8
95,6
95,7
95,8
95,6
95,7
95,6
95,8
95,9
95,7
95,10
95,10
95,6
95,7
95,6
95,7
95,7
95,8
95,7
95,10
95,6
95,10
95,10
95,9
95,9
95,10
95,8
95,9
95,7
95,10
95,9
95,6
95,6
95,7
95,6
95,7
95,6
95,8
95,10
95,10
95,6
95,10
95,8
95,8
95,8
95,9
95,6
95,6
95,9
95,8
95,10
95,9
95,10
95,9
95,10
95,8
95,9
95,9
95,9
95,9
95,7
95,7
95,8
95,9
95,9
95,8
95,9
95,10
95,10
95,7
95,8
95,9
95,10
95,7
95,10
95,6
95,8
95,10
95,9
95,10
95,10
95,9
95,7
95,6
95,8
95,7
95,7
95,6
95,10
95,10
95,10
95,10
95,8
95,8
95,10
95,6
95,9
95,8
95,10
95,7
95,6
95,9
95,7
95,10
95,7
95,6
95,8
95,8
95,9
95,7
95,6
95,10
95,6
95,10
95,10
95,8
95,9
95,8
95,6
95,9
95,6
95,9
95,10
95,6
95,9
95,8
95,6
95,7
95,10
95,6
95,6
95,9
95,7
95,10
95,8
95,9
95,6
95,7
95,10
95,7
95,8
94,9
94,7
94,6
94,10
94,6
94,9
94,8
94,10
94,8
94,10
94,9
94,8
94,9
94,7
94,10
94,9
94,10
94,10
94,7
94,10
94,7
94,7
94,6
94,7
94,10
94,7
94,10
94,7
94,8
94,7
94,8
94,7
94,7
94,9
94,8
94,6
94,6
94,8
94,9
94,9
94,10
94,10
94,8
94,9
94,6
94,6
94,6
94,10
94,9
94,8
94,10
94,7
94,10
94,8
94,6
94,9
94,7
94,10
94,6
94,6
94,10
94,9
94,7
94,9
94,6
94,10
94,6
94,9
94,10
94,6
94,9
94,10
94,7
94,8
94,7
94,8
94,9
94,9
94,8
94,7
94,10
94,10
94,10
94,10
94,10
94,6
94,10
94,10
94,6
94,7
94,9
94,8
94,8
94,6
94,8
94,7
94,9
94,10
94,6
94,6
94,7
94,6
94,6
94,9
94,8
94,10
94,8
94,6
94,8
94,8
94,6
94,9
94,6
94,6
94,10
94,7
94,8
94,10
94,7
94,8
94,9
94,10
94,6
94,6
94,10
94,6
94,7
94,9
94,10
94,7
94,9
94,6
94,7
94,7
94,8
94,9
94,9
94,7
94,8
94,6
94,7
94,9
94,6
94,10
94,7
94,6
94,6
94,6
94,8
94,9
94,7
94,8
94,8
94,6
94,6
94,6
94,6
94,6
94,8
94,8
94,9
94,7
94,9
94,9
94,10
94,7
94,8
94,8
94,7
94,6
94,9
94,10
94,8
94,10
94,7
94,7
94,9
94,10
94,8
94,8
94,9
94,7
94,10
94,6
94,9
94,7
94,6
94,9
94,9
94,7
94,10
94,9
94,8
94,7
94,6
94,9
94,9
94,8
94,7
94,8
94,7
94,10
94,8
94,10
94,7
94,7
94,10
94,10
94,7
94,7
94,6
94,9
94,9
94,9
94,10
94,8
94,9
94,8
94,9
94,6
94,9
94,6
94,8
94,8
94,8
94,7
94,8
94,7
94,7
94,7
94,6
94,9
94,9
94,7
94,7
94,9
94,10
94,9
94,7
94,7
94,7
94,7
94,7
94,6
94,9
94,10
94,8
94,10
94,10
94,7
94,8
94,8
94,6
94,6
94,10
94,7
94,7
94,6
94,8
94,6
94,7
94,10
94,9
94,6
94,8
94,9
94,8
94,6
94,8
94,6
94,9
94,9
94,7
94,9
94,8
94,8
94,8
94,10
94,7
94,10
94,10
94,7
94,8
94,6
94,8
94,8
94,6
94,6
94,6
94,9
94,9
94,10
94,6
94,6
94,8
94,10
94,8
94,7
94,8
94,6
94,7
94,9
94,7
94,8
94,9
94,10
94,6
94,8
94,7
94,10
94,6
94,7
94,7
94,7
94,6
94,6
94,8
94,10
94,7
94,9
94,10
94,10
94,10
94,7
94,8
94,8
94,6
94,9
94,6
94,6
94,10
94,10
94,10
94,9
94,10
94,8
94,9
94,9
94,9
94,10
94,7
94,9
94,10
94,10
94,6
94,6
94,6
94,7
94,10
94,6
94,7
94,6
94,8
94,6
94,7
94,7
94,7
94,9
94,7
94,9
94,10
94,6
94,7
94,10
94,7
94,9
94,7
94,8
94,8
94,7
94,9
94,10
94,10
94,8
94,9
94,10
94,8
94,10
94,9
94,8
94,10
94,9
94,10
94,6
94,6
94,6
94,9
94,8
94,8
94,8
94,8
94,8
94,7
94,6
94,6
94,6
94,9
94,7
94,7
94,9
94,9
94,7
94,9
94,6
94,9
94,10
94,6
94,10
94,9
94,7
94,6
94,10
94,6
94,6
94,7
94,9
94,8
94,6
94,7
94,6
94,8
94,7
94,9
94,10
94,7
94,10
94,10
94,10
94,6
94,8
94,10
94,6
94,6
94,10
94,10
94,6
94,6
94,8
94,8
94,7
94,7
93,9
93,8
93,7
93,8
93,7
93,8
93,7
93,6
93,8
93,6
93,6
93,10
93,7
93,10
93,9
93,6
93,6
93,7
93,10
93,10
93,7
93,8
93,9
93,6
93,10
93,7
93,7
93,10
93,10
93,8
93,9
93,8
93,8
93,6
93,8
93,7
93,8
93,8
93,9
93,6
93,10
93,9
93,10
93,9
93,7
93,10
93,9
93,9
93,7
93,8
93,7
93,7
93,8
93,7
93,8
93,8
93,10
93,10
93,8
93,9
93,9
93,8
93,7
93,10
93,9
93,8
93,9
93,6
93,9
93,10
93,9
93,9
93,7
93,8
93,6
93,8
93,7
93,7
93,8
93,7
93,6
93,7
93,6
93,7
93,7
93,8
93,9
93,9
93,9
93,8
93,7
93,6
93,7
93,9
93,9
93,9
93,9
93,6
93,10
93,7
93,10
93,8
93,9
93,6
93,10
93,9
93,9
93,9
93,6
93,7
93,7
93,8
93,9
93,6
93,10
93,9
93,7
93,10
93,9
93,8
93,6
93,10
93,8
93,6
93,10
93,7
93,10
93,10
93,10
93,6
93,9
93,6
93,8
93,8
93,9
93,8
93,9
93,8
93,8
93,7
93,10
93,6
93,8
93,6
93,6
93,8
93,8
93,10
93,8
93,8
93,6
